key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
siloam-tunnel,وحزقيا يوسع نفق سلوام,Hezekiah extends Siloam tunnel,c. 742-732 BC,text,False, , , ,وحزقيا يوسع نفق سلوام,حزقيا يمد نفق سلوام,حزقيا يوسع نفق سلوام,حزقيا يمد نفق سلوام,حزقيا يوسع نفق سيلوام
Angloamerica2,ويُرمز إلى الأنجلو-أمريكيين بأقدام من حديد ممزوجة بخزف في النبوة في دانيال 2: 33، 41-43.,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43", ,text,False, , , ,ويُرمز إلى الأنجلو-أمريكيين بقدمي الحديد الممزوج بالخزف في النبوة في دانيال 2: 33، 41-43.,الأنجلو-أمريكي يرمز إليه بالقدمين من الحديد المخلوطة بالطين في نبوة دانيال 2:33، 41-43,يُرمز إلى القوة الأنجلو-أمريكية بالقدمين المزيجتين من حديد وخزف في نبوة دانيال 2: 33، 41-43,الأنكلو-أمريكية ترمز إليها القدمان من الحديد المخلوط بالطين في نبوة دانيال ٢:‏٣٣، ٤١-٤٣,يُرمز إلى الإمبراطورية الأنجلو-أمريكية بـ«القدمين من الحديد الممزوج بالطين» في نبوءة دانيال 2:33، 41-43
Manetho,مانيتو يكتب Aegyptiaca,Manetho writes Aegyptiaca, ,text,False, , , ,مانيتو يكتب Aegyptiaca,مانثو يكتب المصريات (أيجيبيتكا),"مانيتون يكتب ""إيجيبتياكا""",مانيتون يكتب «التاريخ المصري»,يكتب مانيثو كتاب «أيجيبتياكا»
destruction_babylon,دمار بابل العظيمة (رؤيا ١٧: ٣، ١٥-١٨؛ ١٨: ٩، ١٠),"Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),text,False, , , ,دمار بابل العظيمة (رؤيا ١٧: ٣، ١٥-١٨؛ ١٨: ٩، ١٠),سقوط بابل العظيمة (رؤيا 17:3، 15-18؛ 18:9، 10),دمار بابل العظيمة (رؤيا 17: 3، 15-18؛ 18: 9، 10),تدمير بابل العظيمة (رؤيا ١٧:‏٣، ١٥-١٨؛ ١٨:‏٩، ١٠),تدمير بابل العظيمة (رؤيا 17:3، 15-18؛ 18:9، 10)
peace_security,"""السلام والأمن!"" (1 تسالونيكي 5: 3، هذا أحد الاحتمالات، QfR 26/2، 25/11)","“Peace and security!” (1 Thessalonians 5:3, this is one possibility, QfR 26/2, 25/11)","one possibility, see Questions from Readers",text,False, , , ,"""السلام والأمن!"" (1 تسالونيكي 5: 3، هذا أحد الاحتمالات، QfR 26/2، 25/11)",«سلام وأمان!» (1 تسالونيكي 5:3، هذه إحدى الاحتمالات، برج المراقبة 26/2، 25/11),سلام وأمان! (1 تسالونيكي 5: 3، هذا إحدى الإمكانيات، QfR 26/2، 25/11),«سلام وأمان!» (١ تسالونيكي ٥:‏٣، هذا أحد الاحتمالات، أسئلة القراء عدد ٢٦/٢، ٢٥/١١),«السلام والأمان!» (1 تسالونيكي 5:3، وهذا أحد الاحتمالات، QfR 26/2، 25/11)
gog_of_magog,هجوم جوج ماجوج (حزقيال 38: 1، 2، 9-12، 18-23),"Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)",end of GT,text,False, , , ,هجوم جوج ماجوج (حزقيال 38: 1، 2، 9-12، 18-23),هجوم جوج مأجوج (حزقيال 38:1، 2، 9-12، 18-23),هجوم جوج في أرض ماجوج (حزقيال 38: 1، 2، 9-12، 18-23),هجوم جوج ماجوج (حزقيال ٣٨:‏١، ٢، ٩-١٢، ١٨-٢٣),هجوم جوج من ماجوج (حزقيال 38:1، 2، 9-12، 18-23)
sheep_goat,سيُدان سكان الأرض ويفصلون بين الخراف والماعز (متى 25: 31-33).,"Earth’s inhabitants are judged, separating sheep and goats (Matthew 25:31-33)",end of GT,text,False, , , ,يُدان سكان الأرض ويفصلون بين الخراف والماعز (متى 25: 31-33).,سكان الأرض يُدانون، فيُفرَز الخراف عن الجداء (متى 25:31-33),دينونة سكان الأرض وفصل الخراف عن الجداء (متى 25: 31-33),الحكم على سكان الأرض، الفصل بين الخراف والجداء (متى ٢٥:‏٣١-٣٣),يُحكم على سكان الأرض، فيُفصلون بين الخراف والماعز (متى 25:31-33)
annointed,اجتماع حكام الملكوت (متى 24: 31؛ 1 كورنثوس 15: 50-53؛ 1 تسالونيكي 4: 15-17),Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17),end of GT,text,False, , , ,اجتماع حكام الملكوت (متى 24: 31؛ 1 كورنثوس 15: 50-53؛ 1 تسالونيكي 4: 15-17),جمع حكام المملكة (متى 24:31؛ 1 كورنثوس 15:50-53؛ 1 تسالونيكي 4:15-17),جمع حكام الملكوت (متى 24: 31؛ 1 كورنثوس 15: 50-53؛ 1 تسالونيكي 4: 15-17),جمع حكام الملكوت (متى ٢٤:‏٣١؛ ١ كورنثوس ١٥:‏٥٠-٥٣؛ ١ تسالونيكي ٤:‏١٥-١٧),اجتماع حكام الممالك (متى 24:31؛ 1 كورنثوس 15:50-53؛ 1 تسالونيكي 4:15-17)
armageddon,معركة هرمجدون (رؤيا ١٦: ١٤، ١٦؛ إشعياء ١٣: ٩؛ ٢ بطرس ٣: ١٢),"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)",end of system of things,text,False, , , ,معركة هرمجدون (رؤيا ١٦: ١٤، ١٦؛ إشعياء ١٣: ٩؛ ٢ بطرس ٣: ١٢),معركة هرمجدون (رؤيا 16:14، 16؛ إشعياء 13:9؛ 2 بطرس 3:12),معركة هرمجدون (رؤيا 16: 14، 16؛ إشعيا 13: 9؛ 2 بطرس 3: 12),معركة هرمجدون (رؤيا ١٦:‏١٤، ١٦؛ إشعيا ١٣:‏٩؛ ٢ بطرس ٣:‏١٢),معركة هرمجدون (رؤيا 16:14، 16؛ إشعياء 13:9؛ 2 بطرس 3:12)
millenium,يبدأ ملكوت الله حكمه الذي يمتد لألف سنة (رؤيا ٥: ٩، ١٠؛ ٢٠: ٤، ٦),"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)", ,text,False, , , ,يبدأ ملكوت الله حكمه الذي يمتد لألف سنة (رؤيا ٥: ٩، ١٠؛ ٢٠: ٤، ٦),ملكوت الله يبدأ حكمه الألفي (رؤيا 5:9، 10؛ 20:4، 6),ملكوت الله يبدأ حكمه الألفي (رؤيا 5: 9، 10؛ 20: 4، 6),بدء حكم ملكوت الله لألف سنة (رؤيا ٥:‏٩، ١٠؛ ٢٠:‏٤، ٦),يبدأ ملكوت الله حكمه الذي يستمر ألف سنة (رؤيا 5:9، 10؛ 20:4، 6)
great_crowd,نجا جمع كبير من هرمجدون (رؤيا ٩:٧، ١٤؛ مزمور ٩:٣٧-١١).,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)", ,text,False, , , ,نجا جمع كبير من هرمجدون (رؤيا ٩:٧، ١٤؛ مزمور ٩:٣٧-١١).,جمهور عظيم ينجو من هرمجدون (رؤيا 7:9، 14؛ مزمور 37:9-11),جمع كثير ينجو من هرمجدون (رؤيا 7: 9، 14؛ المزامير 37: 9-11),نجاة جمع كثير من هرمجدون (رؤيا ٧:‏٩، ١٤؛ مزمور ٣٧:‏٩-١١),نجا جمع غفير من معركة هرمجدون (رؤيا 7:9، 14؛ مزمور 37:9-11)
world_population,عدد سكان العالم بالمليارات في آخر 2000 سنة,World population in billions in the last 2000 years,appendix B9,text,False, , , ,عدد سكان العالم بالمليارات في آخر 2000 سنة,سكان العالم بالمليارات في آخر 2000 سنة,عدد سكان العالم بالمليارات في الـ 2000 سنة الماضية,عدد سكان العالم بالمليارات في السنوات الألفين الأخيرة,عدد سكان العالم بالمليارات خلال الألفين عام الماضية
khmer_empire_c,إمبراطورية الخمير - فترة أنغكور,Khmer Empire - Angkor period, ,text,False, , , ,إمبراطورية الخمير - فترة أنغكور,إمبراطورية الخمير - فترة أنغكور,إمبراطورية الخمير - حقبة أنغكور,الإمبراطورية الخميرية – حقبة أنغكور,إمبراطورية الخمير - عصر أنغكور
holy_roman_empire_c,الإمبراطورية الرومانية المقدسة – بعد 1512 الإمبراطورية الرومانية المقدسة للأمة الألمانية,Holy Roman Empire – known as Holy Roman Empire of the German Nation after 1512, ,text,False, , , ,الإمبراطورية الرومانية المقدسة – المعروفة باسم الإمبراطورية الرومانية المقدسة للأمة الألمانية بعد عام 1512,الإمبراطورية الرومانية المقدسة – عُرفت بالإمبراطورية الرومانية المقدسة للأمة الألمانية بعد عام 1512,الإمبراطورية الرومانية المقدسة – عُرفت باسم الإمبراطورية الرومانية المقدسة للأمة الألمانية بعد عام 1512,الإمبراطورية الرومانية المقدسة – عُرفت باسم الإمبراطورية الرومانية المقدسة للأمة الألمانية بعد سنة ١٥١٢,الإمبراطورية الرومانية المقدسة – عُرفت باسم «الإمبراطورية الرومانية المقدسة للأمة الألمانية» بعد عام 1512
mongol_empire,الإمبراطورية المغولية 1206 – 1294 م.,Mongol Empire 1206 – 1294, ,text,False, , , ,الإمبراطورية المغولية 1206 – 1294,إمبراطورية المغول 1206 – 1294,الإمبراطورية المغولية 1206 – 1294,الإمبراطورية المغولية ١٢٠٦ – ١٢٩٤,الإمبراطورية المغولية 1206 – 1294
maya_classic_c,حضارة المايا – الفترة الكلاسيكية,Maya civilization – Classic period, ,text,False, , , ,حضارة المايا – الفترة الكلاسيكية,حضارة المايا - الفترة الكلاسيكية,حضارة المايا – الحقبة الكلاسيكية,حضارة المايا – الحقبة الكلاسيكية,حضارة المايا – الفترة الكلاسيكية
maya_postclassic_c,حضارة المايا – فترة ما بعد الكلاسيكية,Maya civilization – Postclassic period, ,text,False, , , ,حضارة المايا – فترة ما بعد الكلاسيكية,حضارة المايا - الفترة ما بعد الكلاسيكية,حضارة المايا – حقبة ما بعد الكلاسيكية,حضارة المايا – الحقبة اللاكلاسيكية,حضارة المايا – الفترة ما بعد الكلاسيكية
Teotihuacan,أكبر مدينة في الأمريكتين، تم بناء الأهرامات ج. 200 م.,"Largest city in the Americas, pyramids build c. 200 C.E.", ,text,False, , , ,أكبر مدينة في الأمريكتين، بنيت الأهرامات ج. 200 م.,أكبر مدينة في الأمريكتين، بُنيت الأهرامات حوالي 200 م,أكبر مدينة في الأمريكتين، بناء الأهرامات حوالي 200 ميلادية,أكبر مدينة في الأمريكتين، بناء الأهرامات نحو سنة ٢٠٠ م,أكبر مدينة في الأمريكتين، شُيدت الأهرامات حوالي عام 200 م.
Dionysius_Exiguus,ديونيسيوس إكسيجوس، مخترع أنو دوميني,"Dionysius Exiguus, inventor of Anno Domini", ,text,False, , , ,ديونيسيوس إكسيجوس، مخترع أنو دوميني,ديونيسيوس إكسيغوس، مخترع تقويم Anno Domini,ديونيسيوس الصغير، واضع التقويم الميلادي,ديونيسيوس الصغير، مبتكر نظام «سنة الرب»,ديونيسيوس إكسيغوس، مخترع التسمية «بعد الميلاد»
Umayyad_c,الأمويين,Umayyad, ,text,False, , , ,الأموي,الأمويون,الدولة الأموية,الأمويون,الأمويون
ur3,Ur III dynasty 𒋀𒀕𒆠,Ur III Dynasty 𒋀𒀕𒆠, ,text,False, , , ,أسرة أور الثالثة 𒋀𒀕𒆠,سلالة أور الثالثة 𒋀𒀕𒆠,سلالة أور الثالثة 𒋀𒀕𒆠,سلالة أور الثالثة 𒋀𒀕𒆠,سلالة أور الثالثة 𒋀𒀕𒆠
hammurabi,Hammurabi 𒄩𒄠𒈬𒊏𒁉,Hammurabi 𒄩𒄠𒈬𒊏𒁉, ,text,False, , , ,حمورابي 𒄩𒄠𒈬𒊏𒁉,حمورابي 𒄩𒄠𒈬𒊏𒁉,حمورابي 𒄩ام𒈬𒊏𒁉,حمورابي 𒄩𒄠𒈬𒊏𒁉,حمورابي 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,الخوارزمي يكتب الجبر (الجبر),al-Khwarizmi writes Al-Jabr (Algebra), ,text,False, , , ,الخوارزمي يكتب الجبر (الجبر),الخوارزمي يكتب الجبر,"الخوارزمي يكتب كتاب ""الجبر والمقابلة""",الخوارزمي يكتب «الجبر»,يؤلف الخوارزمي كتاب «الجبر»
al-azhar,تأسيس جامعة الأزهر في القاهرة,Al-Azhar University is established in Cairo, ,text,False, , , ,تأسيس جامعة الأزهر في القاهرة,تأسيس جامعة الأزهر في القاهرة,تأسيس جامعة الأزهر في القاهرة,تأسيس جامعة الأزهر في القاهرة,تأسست جامعة الأزهر في القاهرة
Ibn-Sina,ابن سينا ​​أو ابن سينا,Ibn Sina or Avicenna, ,text,False, , , ,ابن سينا ​​أو ابن سينا,ابن سينا (أفيسينا),ابن سينا,ابن سينا,ابن سينا أو أفيسينا
life-expectancy,العمر المتوقع 75 سنة,Life expectancy 75 years, ,text,False, , , ,العمر المتوقع 75 سنة,متوسط العمر المتوقع 75 سنة,متوسط العمر المتوقع 75 سنة,متوسط العمر المتوقع ٧٥ سنة,متوسط العمر المتوقع: 75 عامًا
430years_c,430 سنة: خروج 12: 41، غلاطية 3: 17,"430 years: Exodus 12:41, Galatians 3:17",2024-12-24,text,False, , , ,430 سنة: خروج 12: 41، غلاطية 3: 17,430 سنة: خروج 12:41، غلاطية 3:17,430 سنة: الخروج 12: 41، غلاطية 3: 17,٤٣٠ سنة: خروج ١٢:‏٤١، غلاطية ٣:‏١٧,430 سنة: سفر الخروج 12:41، رسالة غلاطية 3:17
maya_calendar,بداية حسابية لتقويم المايا في 11 أغسطس 3114 قبل الميلاد.,"Calculated beginning of Maya calendar August 11, 3114 B.C.E.",2024-12-25,text,False, , , ,بداية حسابية لتقويم المايا في 11 أغسطس 3114 قبل الميلاد.,بداية حساب تقويم المايا في 11 أغسطس 3114 ق.م,بداية تقويم المايا المحسوبة 11 أغسطس 3114 قبل الميلاد,بداية التقويم المحسوبة لحضارة المايا، ١١ آب (أغسطس) ٣١١٤ ق.م,بداية التقويم المايا حسب الحسابات: 11 أغسطس 3114 قبل الميلاد.
xia-dynasty2,ج. 2070 – ج. 1600 ق.م. تم الإشارة إلى العصر لأول مرة خلال فترة تشو الغربية,c. 2070 – c. 1600 BC; Era first alluded during the Western Zhou period,2025-01-02,text,False, , , ,ج. 2070 – ج. 1600 ق.م. تم الإشارة إلى العصر لأول مرة خلال فترة تشو الغربية,حوالي 2070 – حوالي 1600 ق.م؛ الحقبة التي أُشير إليها لأول مرة خلال فترة أسرة زو الغربية,حوالي 2070 – حوالي 1600 قبل الميلاد؛ أُشير إلى الحقبة لأول مرة خلال فترة تشو الغربية,نحو ٢٠٧٠ – نحو ١٦٠٠ ق.م؛ أول إشارة إلى هذه الحقبة كانت خلال عهد أسرة تشو الغربية,حوالي 2070 – حوالي 1600 قبل الميلاد؛ أُشير إلى هذه الحقبة لأول مرة خلال عصر أسرة تشو الغربية
xia-dynasty2_c,أسرة شيا في الصين,Xia dynasty in China, ,text,False, , , ,أسرة شيا في الصين,سلالة شيا في الصين,سلالة شيا في الصين,أسرة شيا في الصين,أسرة شيا في الصين
tres_zapotes,3 سبتمبر، 32 ق.م.,"September 3rd, 32 B.C.E.",2024-12-31,text,False, , , ,3 سبتمبر، 32 ق.م.,3 سبتمبر 32 ق.م,3 سبتمبر 32 قبل الميلاد,٣ أيلول (سبتمبر) ٣٢ ق.م,3 سبتمبر، 32 قبل الميلاد
joseph_jacob_reunited,لم شمل يوسف ويعقوب في مصر – ١٧٢٨ ق.م. (تك 45: 11؛ 47: 9),Joseph and Jacob reunited in Egypt – 1728 B.C.E. (Gen 45:11; 47:9),2025-01-01,text,False, , , ,لم شمل يوسف ويعقوب في مصر – ١٧٢٨ ق.م. (تك 45: 11؛ 47: 9),لقاء يوسف ويعقوب مجددًا في مصر – 1728 ق.م (تكوين 45:11؛ 47:9),لم شمل يوسف ويعقوب في مصر – 1728 قبل الميلاد (التكوين 45: 11؛ 47: 9),لمّ شمل يوسف ويعقوب في مصر – ١٧٢٨ ق.م (تكوين ٤٥:‏١١؛ ٤٧:‏٩),التقى يوسف ويعقوب في مصر – عام 1728 قبل الميلاد (تكوين 45:11؛ 47:9)
king_south_light_c,ملك الجنوب من دانيال 11,King of the South from Daniel 11,2025-02-05,text,False, , , ,ملك الجنوب من دانيال 11,ملك الجنوب من سفر دانيال 11,ملك الجنوب من دانيال 11,ملك الجنوب من دانيال ١١,ملك الجنوب من سفر دانيال 11
king_north_light_c,ملك الشمال من دانيال 11,King of the North from Daniel 11,2025-02-05,text,False, , , ,ملك الشمال من دانيال 11,ملك الشمال من سفر دانيال 11,ملك الشمال من دانيال 11,ملك الشمال من دانيال ١١,ملك الشمال من سفر دانيال 11
daniel2_iron_c,أرجل حديدية من دانيال 2,Iron legs from Daniel 2,2025-02-05,text,False, , , ,أرجل حديدية من دانيال 2,الساقان الحديديتان من سفر دانيال 2,الساقان من حديد من دانيال 2,الساقان من حديد في دانيال ٢,أرجل من حديد من سفر دانيال 2
argenteus,المخطوطة الأرجنتينية ج. 505,Codex Argenteus c. 505,written copy of Wulfila Bible,text,False, , , ,المخطوطة الأرجنتينية ج. 505,كودكس أرجنتوس حوالي 505,المخطوطة الفضية (كودكس أرجنتيوس) حوالي 505,مخطوطة أرجنتيوس نحو سنة ٥٠٥,المخطوطة الفضية (Codex Argenteus)، حوالي عام 505
nguyen_dynasty_c,نجوين,Nguyễn,2025-09-20,text,False, , , ,نجوين,نغوين,سلالة نغوين,أسرة نغوين,نغوين
edo_c,فترة إيدو في اليابان,Edo period in Japan,Edo period (Tokugawa shogunate),text,False, , , ,فترة إيدو في اليابان,فترة إيدو في اليابان,فترة إيدو في اليابان,حقبة إيدو في اليابان,عصر إيدو في اليابان
meiji_c,ميجي,Meiji,2025-09-20,text,False, , , ,ميجي,ميجي,فترة ميجي,ميجي,ميجي
american_civil_war,الحرب الأهلية الأمريكية 1861-1865,American Civil War 1861-1865,"April 12, 1861 to May 26, 1865",text,False, , , ,الحرب الأهلية الأمريكية 1861-1865,الحرب الأهلية الأمريكية 1861-1865,الحرب الأهلية الأمريكية 1861-1865,الحرب الأهلية الأمريكية ١٨٦١-١٨٦٥,الحرب الأهلية الأمريكية 1861-1865
aleppo_codex,مخطوطة حلب ج. 920,Aleppo Codex c. 920,2025-10-03,text,False, , , ,مخطوطة حلب ج. 920,كودكس حلب حوالي 920,مخطوطة حلب حوالي 920,مخطوطة حلب نحو سنة ٩٢٠,مخطوطة حلب، حوالي عام 920
vandals,مملكة الوندال والألان 435 – 534,Kingdom of the Vandals and Alans 435 – 534,Vandals 435-534 C.E.,text,False, , , ,مملكة الوندال والألان 435 – 534,مملكة الوندال والألان 435 – 534,مملكة الوندال والألان 435 – 534,مملكة الوندال والألان ٤٣٥ – ٥٣٤,مملكة الفاندال والألان 435 – 534
francia,ج. 481/509 – 843، الميروفنجية حتى 751، ثم الكارولنجية,"c. 481/509 – 843, Merovingian till 751, then Carolingian",Kingdom of the Franks (Regnum Francorum) c. 481/509-843 treaty of Verdun,text,False, , , ,ج. 481/509 – 843، الميروفنجية حتى 751، ثم الكارولنجية,حوالي 481/509 – 843، الميروفنجيون حتى 751، ثم الكارولنجيون,حوالي 481/509 – 843، الميروفنجيون حتى 751، ثم الكارولنجيون,نحو ٤٨١/٥٠٩ – ٨٤٣، الميروفنجيون حتى سنة ٧٥١، ثم الكارولنجيون,حوالي 481/509 – 843، في عهد الميروفنجيين حتى عام 751، ثم في عهد الكارولينجيين
francia_c,مملكة الفرنجة,Kingdom of the Franks, ,text,False, , , ,مملكة الفرنجة,مملكة الفرنجة,مملكة الفرنجة,مملكة الفرنجة,مملكة الفرنجة
100_years_war,حرب المائة عام 1337 – 1453,Hundred Years’ War 1337 – 1453,1337–1453,text,False, , , ,حرب المائة عام 1337 – 1453,حرب المئة عام 1337 – 1453,حرب المائة عام 1337 – 1453,حرب المئة عام ١٣٣٧ – ١٤٥٣,حرب المائة عام 1337 – 1453
black_death,الموت الأسود 1346-1353,Black death 1346-1353,1346-1353,text,False, , , ,الموت الأسود 1346-1353,الموت الأسود 1346-1353,الموت الأسود 1346-1353,الموت الأسود ١٣٤٦-١٣٥٣,الطاعون الأسود 1346-1353
sui_dynasty,581-618 سلالة سوي,581-618 Sui dynasty,2025-11-09,text,False, , , ,581-618 سلالة سوي,581-618 سلالة سوي,581-618 سلالة سوي,٥٨١-٦١٨ أسرة سوي,581-618: عهد أسرة سوي
sui_dynasty_c,سوي,Sui,2025-11-09,text,False, , , ,سوي,سوي,سلالة سوي,أسرة سوي,سوي
tribulation,الضيقة العظيمة (مرقس 13: 19؛ دانيال 12: 1؛ مت 24: 21، 22),"The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)", ,text,False, , , ,الضيقة العظيمة (مرقس 13: 19؛ دانيال 12: 1؛ مت 24: 21، 22),الضيق العظيم (مرقس 13:19؛ دانيال 12:1؛ متى 24:21، 22),الضيق العظيم (مرقس 13: 19؛ دانيال 12: 1؛ متى 24: 21، 22),الضيق العظيم (مرقس ١٣:‏١٩؛ دانيال ١٢:‏١؛ متى ٢٤:‏٢١، ٢٢),الضيقة العظيمة (مرقس 13:19؛ دانيال 12:1؛ متى 24:21، 22)
timeline_created,تم إنشاء هذا الجدول الزمني في عام 2023، العام الأكثر سخونة في تاريخ البشرية وآخر 125000 سنة,"This timeline is created in 2023, the hottest year in human history and the last 125,000 years", ,text,False, , , , ,"هذا الجدول الزمني أُنشئ في عام 2023، أكثر الأعوام حرارة في التاريخ البشري وآخر 125,000 سنة","تم إنشاء هذا التسلسل الزمني في عام 2023، العام الأشد حرارة في تاريخ البشرية وخلال الـ 125,000 سنة الماضية",أُنشئ هذا الخط الزمني سنة ٢٠٢٣، وهي أشد سنة حرارة في تاريخ البشرية وخلال الـ ١٢٥٠٠٠ سنة الماضية,"تم إعداد هذا الجدول الزمني في عام 2023، وهو العام الأكثر حرارة في تاريخ البشرية وخلال آخر 125,000 سنة"
Adam,آدَم,Adam,Luke 3:38,bible,True, , , , , , , , 
Seth,شِيث,Seth, ,bible,True, , , , , , , , 
Enosh,أَنُوش,Enosh, ,bible,True, , , , , , , , 
Kenan,قَيْنَان,Kenan (Cainan),Genesis 5:12,bible,False, , , , , , , , 
Mahalalel,مَهْلَلْئِيل,Mahalalel (Mahalaleel),Ma·hala·lel,bible,False, , , , , , , , 
Jared,يَارِد,Jared, ,bible,True, , , , , , , , 
Enoch,أَخْنُوخ,Enoch, ,bible,True, , , , , , , , 
Methuselah,مَتُوشَالِح,Methuselah,Luke 3:37,bible,True, , , , , , , , 
Lamech,لَامِك,Lamech, ,bible,True, , , , , , , , 
Noah,نُوح,Noah, ,bible,True, , , , , , , , 
Shem,سَام,Shem, ,bible,True, , , , , , , , 
Arpachshad,أَرْفَكْشَاد,Arpachshad,Luke 3:36,bible,True, , , , , , , , 
Shelah,شَالَح,Shelah, ,bible,True, , , , , , , , 
Eber,عَابِر,Eber, ,bible,True, , , , , , , , 
Peleg,فَالِج,Peleg, ,bible,True, , , , , , , , 
Reu,رَعُو,Reu, ,bible,True, , , , , , , , 
Serug,سَرُوج,Serug,Luke 3:35,bible,True, , , , , , , , 
Nahor,نَاحُور,Nahor,Genesis 11:24,bible,True, , , , , , , , 
Terah,تَارِح,Terah, ,bible,True, , , , , , , , 
Abraham,إبْرَاهِيم,Abraham, ,bible,True, , , , , , , , 
Isaac,إسْحَاق,Isaac, ,bible,True, , , , , , , , 
Jacob,يَعْقُوب,Jacob,Luke 3:34,bible,True, , , , , , , , 
Joseph,يُوسُف,Joseph,Genesis 37,bible,True, , , , , , , , 
Moses,مُوسَى,Moses, ,bible,True, , , , , , , , 
Othniel,عُثْنِيئِيلُ,Othniel,Judges 3:9-11,bible,True, , , , , , , , 
Ehud,إِهُودَ,Ehud,Judges 3:15-18,bible,True, , , , , , , , 
Shamgar,شَمْجَرُ,Shamgar,Judges 3:31,bible,True, , , , , , , , 
Barak,بَارَاقَ,"Barak, Deborah, Jael",Judges 4:6,bible,True, , , , , , , , 
Gideon,جِدْعُونُ,Gideon,Judges 7:1,bible,True, , , , , , , , 
Tola,تُولَا,Tola,Judges 10:1,bible,True, , , , , , , , 
Jair,يَائِيرُ,Jair,Judges 10:3,bible,True, , , , , , , , 
Jephthah,يَفْتَاحُ,Jephthah,Judges 11:1,bible,True, , , , , , , , 
Ibzan,إِبْصَانُ,Ibzan,Judges 12:8,bible,True, , , , , , , , 
Elon,إِيلُونُ,Elon,Judges 12:11,bible,True, , , , , , , , 
Abdon,عَبْدُونُ,Abdon,Judges 12:13,bible,True, , , , , , , , 
Samson,شَمْشُونَ,Samson,Judges 13:24,bible,True, , , , , , , , 
Samuel,صَمُوئِيلَ,Samuel,1 Samuel 1:20,bible,True, , , , , , , , 
Saul,شَاوُلُ,Saul,1 Samuel 9:2,bible,True, , , , , , , , 
David,دَاوُدَ,David,1 Samuel 16:13,bible,True, , , , , , , , 
Solomon,سُلَيْمَانَ,Solomon,1 Kings 2:1,bible,True, , , , , , , , 
Malachi,ملاخي,Malachi, ,bible,False, , , , , , , , 
Ruth,روث,Ruth, ,bible,False, , , , , , , , 
Ezra,عزرا,Ezra, ,bible,False, , , , , , , , 
Nehemiah,نحميا,Nehemiah, ,bible,False, , , , , , , , 
Esther,استير,Esther, ,bible,False, , , , , , , , 
Job,وظيفة,Job, ,bible,False, , , , , , , , 
moses3,موسى,Moses, ,bible,False, , , , , , , , 
joshua2,يشوع,Joshua, ,bible,False, , , , , , , , 
caleb2,كالب,Caleb, ,bible,False, , , , , , , , 
Augustus,أغسطس,Augustus,Luke 2:1,bible,False, , , , , , , , 
Tiberius,طبريا,Tiberius,Luke 3:1,bible,False, , , , , , , , 
Claudius,كلوديوس,Claudius,Acts 11:28,bible,False, , , , , , , , 
persia2,بلاد فارس,Persia, ,bible,False, , , , , , , , 
jehoiada,يهوياداع,Jehoiada,2 Kings 11:4,bible,False, , , , , , , , 
Haggai,حجي,Haggai, ,bible,False, , , , , , , , 
Zerubbabel,زربابل (لوقا 3: 27),Zerubbabel (Luke 3:27),Luke 3:27,bible,False, , , , , , , , 
Jacob2,يعقوب/,Jacob/,Jacob/Israel 1858-1711 – 147 years,bible,False, , , , , , , , 
Israel,إسرائيل,Israel,Genesis 35:10,bible,False, , , , , , , , 
Sarah,ساره,Sarah,"2008-1881 BCE – 127 years, Isaiah 51:2",bible,False, , , , , , , , 
Hagar,هاجر,Hagar,Genesis 21:14,bible,False, , , , , , , , 
Haran,حاران,Haran,Genesis 11:26,bible,False, , , , , , , , 
Reumah,رومة,Reumah,Concubine – 4 sons 22:24,bible,False, , , , , , , , 
Milcah,ملكة,Milcah,8 sons (Bethuel and 7 more),bible,False, , , , , , , , 
Lot,كثير,Lot,Genesis 11:27,bible,False, , , , , , , , 
Ammon,بن عمي (عمون),Ben-ammi (Ammon),Genesis 19:38,bible,False, , , , , , , , 
Bethuel,بتوئيل,Bethuel,Genesis 22:23,bible,False, , , , , , , , 
Rebekah,رفقة,Rebekah, ,bible,False, , , , , , , , 
Laban,لبن,Laban,Genesis 24:29,bible,False, , , , , , , , 
Leah,ليا,Leah,Genesis 35:23,bible,False, , , , , , , , 
Rachel,راشيل,Rachel,Genesis 35:24,bible,False, , , , , , , , 
Bilhah,بلهة,Bilhah,Genesis 35:25,bible,False, , , , , , , , 
Zilpah,زلفة,Zilpah,Genesis 35:26,bible,False, , , , , , , , 
Reuben,روبن,Reuben, ,bible,False, , , , , , , , 
Simeon,سمعان,Simeon, ,bible,False, , , , , , , , 
Levi,ليفي,Levi,Genesis 35:23,bible,False, , , , , , , , 
Judah,يهوذا,Judah, ,bible,False, , , , , , , , 
Issachar,يساكر,Issachar, ,bible,False, , , , , , , , 
